Date,Open,High,Low,Close,Volume,Adj Close
2012-06-15,1329.19,1343.32,1329.19,1342.84,4401570000,1342.84
2012-06-14,1314.88,1333.68,1314.14,1329.10,3687720000,1329.10
2012-06-13,1324.02,1327.28,1310.51,1314.88,3506510000,1314.88
2012-06-12,1309.40,1324.31,1306.62,1324.18,3442920000,1324.18
2012-06-11,1325.72,1335.52,1307.73,1308.93,3537530000,1308.93
2012-06-08,1314.99,1325.81,1307.77,1325.66,3497190000,1325.66
2012-06-07,1316.15,1329.05,1312.68,1314.99,4258140000,1314.99
2012-06-06,1285.61,1315.13,1285.61,1315.13,4268360000,1315.13
2012-06-05,1277.82,1287.62,1274.16,1285.50,3403230000,1285.50
2012-06-04,1278.29,1282.55,1266.74,1278.18,4011960000,1278.18
2012-06-01,1309.87,1309.87,1277.25,1278.04,4669350000,1278.04
2012-05-31,1313.09,1319.74,1298.90,1310.33,4557620000,1310.33
2012-05-30,1331.25,1331.25,1310.76,1313.32,3534290000,1313.32
2012-05-29,1318.90,1334.93,1318.90,1332.42,3441640000,1332.42
2012-05-25,1320.81,1324.20,1314.23,1317.82,2872660000,1317.82
2012-05-24,1318.72,1324.14,1310.50,1320.68,3937670000,1320.68
2012-05-23,1316.02,1320.71,1296.53,1318.86,4108330000,1318.86
2012-05-22,1316.09,1328.49,1310.04,1316.63,4123680000,1316.63
2012-05-21,1295.73,1316.39,1295.73,1315.99,3786750000,1315.99
2012-05-18,1305.05,1312.24,1291.98,1295.22,4512470000,1295.22
2012-05-17,1324.82,1326.36,1304.86,1304.86,4664280000,1304.86
2012-05-16,1330.78,1341.78,1324.79,1324.80,4280420000,1324.80
2012-05-15,1338.36,1344.94,1328.41,1330.66,4114040000,1330.66
2012-05-14,1351.93,1351.93,1336.61,1338.35,3688120000,1338.35
2012-05-11,1358.11,1365.66,1348.89,1353.39,3869070000,1353.39
2012-05-10,1354.58,1365.88,1354.58,1357.99,3727990000,1357.99
2012-05-09,1363.20,1363.73,1343.13,1354.58,4288540000,1354.58
2012-05-08,1369.16,1369.16,1347.75,1363.72,4261670000,1363.72
2012-05-07,1368.79,1373.91,1363.94,1369.58,3559390000,1369.58
2012-05-04,1391.51,1391.51,1367.96,1369.10,3975140000,1369.10
2012-05-03,1402.32,1403.07,1388.71,1391.57,4004910000,1391.57
2012-05-02,1405.50,1405.50,1393.92,1402.31,3803860000,1402.31
2012-05-01,1397.86,1415.32,1395.73,1405.82,3807950000,1405.82
2012-04-30,1403.26,1403.26,1394.00,1397.91,3574010000,1397.91
2012-04-27,1400.19,1406.64,1397.31,1403.36,3645830000,1403.36
2012-04-26,1390.64,1402.09,1387.28,1399.98,4034700000,1399.98
2012-04-25,1372.11,1391.37,1372.11,1390.69,3998430000,1390.69
2012-04-24,1366.97,1375.57,1366.82,1371.97,3617100000,1371.97
2012-04-23,1378.53,1378.53,1358.79,1366.94,3654860000,1366.94
2012-04-20,1376.96,1387.40,1376.96,1378.53,3833320000,1378.53
2012-04-19,1385.08,1390.46,1370.30,1376.92,4180020000,1376.92
2012-04-18,1390.78,1390.78,1383.29,1385.14,3463140000,1385.14
2012-04-17,1369.57,1392.76,1369.57,1390.78,3456200000,1390.78
2012-04-16,1370.27,1379.66,1365.38,1369.57,3574780000,1369.57
2012-04-13,1387.61,1387.61,1369.85,1370.26,3631160000,1370.26
2012-04-12,1368.77,1388.13,1368.77,1387.57,3618280000,1387.57
2012-04-11,1358.98,1374.71,1358.98,1368.71,3743040000,1368.71
2012-04-10,1382.18,1383.01,1357.38,1358.59,4631730000,1358.59
2012-04-09,1397.45,1397.45,1378.24,1382.20,3468980000,1382.20
2012-04-05,1398.79,1401.60,1392.92,1398.08,3303740000,1398.08
2012-04-04,1413.09,1413.09,1394.09,1398.96,3938290000,1398.96
2012-04-03,1418.98,1419.00,1404.62,1413.38,3822090000,1413.38
2012-04-02,1408.47,1422.38,1404.46,1419.04,3572010000,1419.04
2012-03-30,1403.31,1410.89,1401.42,1408.47,3676890000,1408.47
2012-03-29,1405.39,1405.39,1391.56,1403.28,3832000000,1403.28
2012-03-28,1412.52,1413.65,1397.20,1405.54,3892800000,1405.54
2012-03-27,1416.55,1419.15,1411.95,1412.52,3513640000,1412.52
2012-03-26,1397.11,1416.58,1397.11,1416.51,3576950000,1416.51
2012-03-23,1392.78,1399.18,1386.87,1397.11,3472950000,1397.11
2012-03-22,1402.89,1402.89,1388.73,1392.78,3740590000,1392.78
2012-03-21,1405.52,1407.75,1400.64,1402.89,3573590000,1402.89
2012-03-20,1409.59,1409.59,1397.68,1405.52,3695280000,1405.52
2012-03-19,1404.17,1414.00,1402.43,1409.75,3932570000,1409.75
2012-03-16,1402.55,1405.88,1401.47,1404.17,5163950000,1404.17
2012-03-15,1394.17,1402.63,1392.78,1402.60,4271650000,1402.60
2012-03-14,1395.95,1399.42,1389.97,1394.28,4502280000,1394.28
2012-03-13,1371.92,1396.13,1371.92,1395.95,4386470000,1395.95
2012-03-12,1370.78,1373.04,1366.69,1371.09,3081870000,1371.09
2012-03-09,1365.97,1374.76,1365.97,1370.87,3639470000,1370.87
2012-03-08,1352.65,1368.72,1352.65,1365.91,3543060000,1365.91
2012-03-07,1343.39,1354.85,1343.39,1352.63,3580380000,1352.63
2012-03-06,1363.63,1363.63,1340.03,1343.36,4191060000,1343.36
2012-03-05,1369.59,1369.59,1359.13,1364.33,3429480000,1364.33
2012-03-02,1374.09,1374.53,1366.42,1369.63,3283490000,1369.63
2012-03-01,1365.90,1376.17,1365.90,1374.09,3919240000,1374.09
2012-02-29,1372.20,1378.04,1363.81,1365.68,4482370000,1365.68
2012-02-28,1367.56,1373.09,1365.97,1372.18,3579120000,1372.18
2012-02-27,1365.20,1371.94,1354.92,1367.59,3648890000,1367.59
2012-02-24,1363.46,1368.92,1363.46,1365.74,3505360000,1365.74
2012-02-23,1357.53,1364.24,1352.28,1363.46,3786450000,1363.46
2012-02-22,1362.11,1362.70,1355.53,1357.66,3633710000,1357.66
2012-02-21,1361.22,1367.76,1358.11,1362.21,3795200000,1362.21
2012-02-17,1358.06,1363.40,1357.24,1361.23,3717640000,1361.23
2012-02-16,1342.61,1359.02,1341.22,1358.04,4108880000,1358.04
2012-02-15,1350.52,1355.87,1340.80,1343.23,4080340000,1343.23
2012-02-14,1351.30,1351.30,1340.83,1350.50,3889520000,1350.50
2012-02-13,1343.06,1353.35,1343.06,1351.77,3618040000,1351.77
2012-02-10,1351.21,1351.21,1337.35,1342.64,3877580000,1342.64
2012-02-09,1349.97,1354.32,1344.63,1351.95,4209890000,1351.95
2012-02-08,1347.04,1351.00,1341.95,1349.96,4096730000,1349.96
2012-02-07,1344.33,1349.24,1335.92,1347.05,3742460000,1347.05
2012-02-06,1344.32,1344.36,1337.52,1344.33,3379700000,1344.33
2012-02-03,1326.21,1345.34,1326.21,1344.90,4608550000,1344.90
2012-02-02,1324.24,1329.19,1321.57,1325.54,4120920000,1325.54
2012-02-01,1312.45,1330.52,1312.45,1324.09,4504360000,1324.09
2012-01-31,1313.53,1321.41,1306.69,1312.41,4235550000,1312.41
2012-01-30,1316.16,1316.16,1300.49,1313.01,3659010000,1313.01
2012-01-27,1318.25,1320.06,1311.72,1316.33,4007380000,1316.33
2012-01-26,1326.28,1333.47,1313.60,1318.43,4522070000,1318.43
2012-01-25,1314.40,1328.30,1307.65,1326.06,4410910000,1326.06
2012-01-24,1315.96,1315.96,1306.06,1314.65,3693560000,1314.65
2012-01-23,1315.29,1322.28,1309.89,1316.00,3770910000,1316.00
2012-01-20,1314.49,1315.38,1309.17,1315.38,3912620000,1315.38
2012-01-19,1308.07,1315.49,1308.07,1314.50,4465890000,1314.50
2012-01-18,1293.65,1308.11,1290.99,1308.04,4096160000,1308.04
2012-01-17,1290.22,1303.00,1290.22,1293.67,4010490000,1293.67
2012-01-13,1294.82,1294.82,1277.58,1289.09,3692370000,1289.09
2012-01-12,1292.48,1296.82,1285.77,1295.50,4019890000,1295.50
2012-01-11,1292.02,1293.80,1285.41,1292.48,3968120000,1292.48
2012-01-10,1280.77,1296.46,1280.77,1292.08,4221960000,1292.08
2012-01-09,1277.83,1281.99,1274.55,1280.70,3371600000,1280.70
2012-01-06,1280.93,1281.84,1273.34,1277.81,3656830000,1277.81
2012-01-05,1277.30,1283.05,1265.26,1281.06,4315950000,1281.06
2012-01-04,1277.03,1278.73,1268.10,1277.30,3592580000,1277.30
2012-01-03,1258.86,1284.62,1258.86,1277.06,3943710000,1277.06
